id,question,gold
743,বারি আলু-১০২-এর কন্দের রং সম্পর্কে কী বলা হয়েছে?,"আলুর চামড়া মসৃণ ও রং লাল, শাঁসের রং সাদা, চোখ কিছুটা গভীরে থাকে।"
744,বারি আলু-১০৩-এর ব্যবহার বা উপযোগিতা সম্পর্কে কী বলা হয়েছে?,বারি আলু-১০৩ জাতটি প্রক্রিয়াজাতকরণ ও রপ্তানি আলু হিসাবে উপযোগী।
745,আলুর টিউবার মথ ব্যবস্থাপনার ক্ষতির পরিমাণ কত হতে পারে?,অতিরিক্ত আক্রমণে ক্ষতির পরিমাণ প্রায় ১০০ ভাগ হতে পারে।
746,বারি মেটে আলু-৩-এর কন্দ বা রাইজোমের বৈশিষ্ট্য কী?,টিউবারের মাংসল হালকা হলুদ বর্ণের এবং বালুর মত যা কাটার পর এক মিনিটের মধ্যে অক্সিডেশন হয়ে বাদামী রং ধারণ করে সাথে হালকা গাম নির্গত হয়।
747,বারি মরিচ-৬ বিষয়ে মরিচের দৈর্ঘ্য সম্পর্কে কী তথ্য আছে?,ফল মাঝারি লম্বা এবং প্রতিটি মরিচের দৈর্ঘ্য ৪-৫ সেমি।
748,মেটে আলু সম্পর্কে উপরি সার প্রয়োগের সময় বিষয়ে কী বলা হয়েছে?,ইউরিয়া অর্ধেক এবং অবশিষ্ট এমপি সারের অর্ধেক বীজ রোপণের ৩৫-৪০ দিন পর এবং অর্ধেক ইউরিয়া ও অবশিষ্ট এমপি সার বীজ রোপণের ৭০-৮০ দিনের মধ্যে উপরি প্রয়োগ করতে হবে।
749,বারি কাসাভা-১-এর কাণ্ড সম্পর্কে কী তথ্য আছে?,"গাছের দৈর্ঘ্য ২৩৮ সে.মি., যার কাণ্ড হালকা বাদামী বর্ণের।"
750,বারি পানিকচু-৮ সম্পর্কে লতির গঠন বিষয়ে কী বলা হয়েছে?,লতি তুলনামূলক মোটা এবং খাটো।
751,বারি পানিকচু-৯-এর প্রতি গাছে লতির সংখ্যা ও ওজন কত?,"প্রতিটি লতির গড় ওজন ৩৩ গ্রাম, দৈর্ঘ্য ৬৪ সেমি এবং ব্যাস প্রায় ১.০ সেমি।"
752,লটকনের চাষ পদ্ধতি সম্পর্কে কী বলা হয়েছে?,যেকোনো প্রকার মাটিতে লটকন এর চাষ করা যায়।
753,পানিকচু বিষয়ে লেদাপোকা ও জাবপোকা দমন সম্পর্কে কী তথ্য আছে?,লেদাপোকা ও জাবপোকা: সমন্বিত বালাই ব্যবস্থাপনার (আইপিএম) মাধ্যমে এসব পোকামাকড় ও রোগবালাই দমন করা যায়।
754,বারি সুপারি-২-এর রোগ ব্যবস্থাপনায় কী তথ্য আছে?,রোগ ও পোকামাকড়ের আক্রমণ অনেক কম পরিলক্ষিত হয়।
755,কাঁঠাল চাষে বপন বা রোপণের দূরত্ব কত?,কাঁঠালের ক্ষেত্রে সাধারণত: গাছ থেকে গাছ ও সারি থেকে সারির দূরত্ব ৮ × ৮ মিটার রাখতে হবে।
756,পানিকচু বিষয়ে চারা রোপণের সম্পর্কে কী তথ্য আছে?,বাণিজ্যিকভাবে চাষাবাদের জন্য অগ্রহায়ণ-পৌষ মাস চারা রোপণের উপযুক্ত সময়।
